Timestamp,Shipping Country,Product Category,Product Name,Rating,Review Content,Fulfillment Status,Order Value
2024-10-18,UK,Kitchen,Oven Gloves,3,"It's usable, but the Oven Gloves could have been more comfortable.",Fulfilled,457.82
2025-03-24,Australia,Sports,Cricket Bat,3,"The Cricket Bat is just fine, delivery took longer than expected.",Canceled,86.94
2024-08-12,Australia,Shoes,High Heels,1,"The High Heels broke within days, horrible quality.",Canceled,219.74
2024-09-15,UK,Electronics,Tablet Cover,3,"I feel neutral about this Tablet Cover, nothing stands out.",Fulfilled,87.58
2024-10-13,UK,Kitchen,Cutting Board,2,"Terrible quality Cutting Board, felt like a waste of money.",Fulfilled,74.35
2024-10-08,Australia,Home,Toaster,2,"The Toaster stopped working after just one use, very frustrating.",Pending,467.37
2024-11-19,Australia,Beauty,Foundation,4,Great Foundation! Exactly as described and worth every penny.,Pending,476.92
2025-05-30,UK,Accessories,Wallet,4,"The Wallet is stylish and comfortable, I wear it every day.",Pending,212.25
2024-10-15,USA,Beauty,Moisturizing Cream,3,"The Moisturizing Cream is decent, not too bad but nothing extraordinary.",Fulfilled,486.97
2025-07-20,Australia,Electronics,Smartphone Case,2,The Smartphone Case feels cheap and unreliable.,Canceled,233.54
2025-06-02,UK,Shoes,Running Shoes,1,The Running Shoes is uncomfortable and poorly made.,Fulfilled,260.02
2025-03-06,UK,Clothing,Bomber Jacket,4,"The Bomber Jacket exceeded my expectations, will definitely buy again!",Canceled,368.29
2024-11-20,UK,Kitchen,Non-Stick Frying Pan,2,"Waste of money, don't buy this Non-Stick Frying Pan.",Pending,139.48
2025-05-22,USA,Shoes,Running Shoes,2,"Worst experience ever, the Running Shoes is a scam.",Pending,492.77
2024-08-18,UK,Beauty,Nail Polish,1,Customer service ignored my complaint about the Nail Polish.,Canceled,327.66
2025-06-20,Canada,Beauty,Shampoo,1,"Received the wrong Shampoo, very disappointed.",Pending,69.02
2025-03-29,Canada,Electronics,Tablet Cover,3,"The Tablet Cover is acceptable, but I expected slightly better packaging.",Pending,223.66
2025-03-25,Canada,Beauty,Lipstick,5,"The Lipstick is perfect for my needs, amazing craftsmanship.",Fulfilled,183.69
2024-12-24,USA,Beauty,Perfume,3,"The Perfume is just fine, delivery took longer than expected.",Canceled,86.55
2025-02-11,USA,Kitchen,Coffee Grinder,4,"Fast shipping and great quality Coffee Grinder, could not be happier.",Pending,275.45
2025-06-08,Australia,Kitchen,Oven Gloves,2,Customer service ignored my complaint about the Oven Gloves.,Pending,218.16
2024-12-18,Canada,Shoes,Flip Flops,2,"Extremely dissatisfied with the Flip Flops, will not recommend.",Canceled,336.12
2025-06-18,Canada,Shoes,Slip-On Loafers,5,"Highly satisfied, the Slip-On Loafers works even better than advertised.",Pending,404.81
2025-02-15,USA,Accessories,Backpack,1,"The Backpack stopped working after just one use, very frustrating.",Fulfilled,357.63
2025-02-04,USA,Beauty,Perfume,2,"Worst experience ever, the Perfume is a scam.",Canceled,479.81
2025-02-27,USA,Shoes,Formal Shoes,4,"Absolutely love the Formal Shoes, excellent quality and fast delivery.",Canceled,172.42
2024-10-12,Australia,Kitchen,Measuring Cup Set,4,Perfect fit and great fabric quality on the Measuring Cup Set.,Pending,19.98
2025-03-02,USA,Shoes,Flip Flops,1,"The Flip Flops is flimsy and uncomfortable, regret buying it.",Canceled,179.66
2025-06-06,Australia,Accessories,Sunglasses,4,"Highly satisfied, the Sunglasses works even better than advertised.",Canceled,477.41
2025-03-15,Australia,Kitchen,Non-Stick Frying Pan,5,Great Non-Stick Frying Pan! Exactly as described and worth every penny.,Fulfilled,298.99
2025-06-10,USA,Kitchen,Water Bottle,2,"The Water Bottle broke within days, horrible quality.",Pending,291.15
2025-04-11,USA,Clothing,Maxi Dress,2,The Maxi Dress feels cheap and unreliable.,Canceled,445.88
2024-10-28,UK,Shoes,Flip Flops,3,"Average build quality on the Flip Flops, neither bad nor great.",Pending,372.81
2025-07-07,UK,Electronics,Wireless Earbuds,1,"Extremely dissatisfied with the Wireless Earbuds, will not recommend.",Canceled,105.91
2025-01-19,UK,Clothing,Hoodie,2,The Hoodie is overpriced for such cheap material.,Fulfilled,94.18
2024-12-03,USA,Electronics,Mechanical Keyboard,5,"The Mechanical Keyboard arrived on time and works perfectly, highly recommend.",Pending,103.88
2024-10-22,Australia,Electronics,Smartwatch,5,Best purchase ever! The Smartwatch is worth every cent.,Pending,280.25
2025-05-27,UK,Accessories,Silk Scarf,4,A premium Silk Scarf with impressive performance.,Canceled,199.32
2024-08-09,UK,Kitchen,Chef Knife,2,"Bad experience, the Chef Knife came with missing parts.",Fulfilled,415.05
2025-03-03,USA,Home,Dish Rack,2,"Totally not worth it, the Dish Rack is a disaster.",Fulfilled,479.81
2025-04-05,Canada,Accessories,Silk Scarf,2,"Very poor quality Silk Scarf, broke within a week.",Fulfilled,84.28
2025-06-01,Australia,Beauty,Face Mask,5,"Absolutely love the Face Mask, excellent quality and fast delivery.",Canceled,384.26
2025-03-01,USA,Home,Vacuum Cleaner,4,Everything about this Vacuum Cleaner screams quality!,Canceled,92.44
2025-03-19,Canada,Shoes,Sneakers,2,"The Sneakers broke within days, horrible quality.",Canceled,35.29
2024-10-16,USA,Kitchen,Cutting Board,5,"Loved the color and style of the Cutting Board, perfect buy.",Pending,11.37
2024-11-26,UK,Clothing,Polo Shirt,2,"The Polo Shirt broke within days, horrible quality.",Pending,371.59
2024-08-06,USA,Shoes,Sneakers,3,"Neutral experience, the Sneakers performs as advertised but lacks premium feel.",Pending,431.57
2024-11-05,Australia,Clothing,Sports Shorts,3,"Mediocre experience overall, the Sports Shorts is serviceable.",Canceled,441.78
2025-05-10,Canada,Clothing,Wool Sweater,2,"Awful experience, will never buy this Wool Sweater again.",Canceled,15.61
2024-12-20,Australia,Kitchen,Non-Stick Frying Pan,5,Perfect fit and great fabric quality on the Non-Stick Frying Pan.,Pending,112.18
2024-09-19,Canada,Beauty,Nail Polish,1,"Awful experience, will never buy this Nail Polish again.",Pending,329.65
2024-11-28,Canada,Electronics,Noise Cancelling Headphones,5,"The Noise Cancelling Headphones is perfect for my needs, amazing craftsmanship.",Canceled,97.95
2025-06-07,Canada,Electronics,Laptop Bag,3,"It's okay, the Laptop Bag does the job but quality could be better.",Pending,169.19
2024-09-01,Australia,Beauty,Sunscreen,1,"The Sunscreen stopped working after just one use, very frustrating.",Canceled,177.94
2025-04-20,UK,Kitchen,Non-Stick Frying Pan,2,"Bad experience, the Non-Stick Frying Pan came with missing parts.",Pending,325.63
2024-12-19,Australia,Kitchen,Oven Gloves,5,"Excellent purchase, the Oven Gloves feels premium and durable.",Fulfilled,88.71
2025-05-03,Canada,Clothing,Cargo Pants,5,Everything about this Cargo Pants screams quality!,Canceled,332.45
2025-01-05,Australia,Sports,Tennis Racket,2,"The Tennis Racket came damaged, packaging was horrible.",Fulfilled,239.83
2024-09-04,Australia,Electronics,Portable Charger,3,"Got what I ordered, the Portable Charger is okay.",Pending,425.53
2025-02-14,Australia,Accessories,Backpack,5,"Loved the color and style of the Backpack, perfect buy.",Pending,446.45
2024-12-26,UK,Shoes,Sandals,1,"Terrible quality Sandals, felt like a waste of money.",Fulfilled,39.0
2025-06-09,USA,Clothing,Wool Sweater,3,"Neither good nor bad, just okay Wool Sweater.",Pending,497.17
2025-06-19,UK,Beauty,Foundation,4,"Excellent purchase, the Foundation feels premium and durable.",Canceled,114.46
2025-01-08,Canada,Accessories,Backpack,1,"Totally not worth it, the Backpack is a disaster.",Canceled,415.31
2025-03-12,Australia,Beauty,Hair Dryer,5,"Excellent purchase, the Hair Dryer feels premium and durable.",Fulfilled,204.39
2025-01-06,Canada,Home,Electric Kettle,4,Perfect fit and great fabric quality on the Electric Kettle.,Canceled,302.49
2025-02-25,USA,Shoes,Slip-On Loafers,2,"Awful experience, will never buy this Slip-On Loafers again.",Pending,104.1
2024-10-31,Australia,Sports,Running Shorts,5,"The Running Shorts is perfect for my needs, amazing craftsmanship.",Pending,499.05
2025-07-11,Canada,Electronics,Noise Cancelling Headphones,1,"Terrible quality Noise Cancelling Headphones, felt like a waste of money.",Fulfilled,181.88
2024-11-25,USA,Kitchen,Electric Mixer,4,A premium Electric Mixer with impressive performance.,Pending,352.31
2024-12-30,Canada,Shoes,Formal Shoes,2,"Received the wrong Formal Shoes, very disappointed.",Canceled,212.95
2025-01-03,UK,Shoes,Flip Flops,2,"Awful experience, will never buy this Flip Flops again.",Fulfilled,241.77
2024-11-24,Australia,Shoes,Formal Shoes,4,"Absolutely love the Formal Shoes, excellent quality and fast delivery.",Fulfilled,103.89
2025-01-20,Canada,Clothing,Chinos,1,"Extremely dissatisfied with the Chinos, will not recommend.",Fulfilled,34.46
2024-08-06,USA,Kitchen,Cutting Board,1,"The Cutting Board came damaged, packaging was horrible.",Fulfilled,95.62
2024-12-16,Australia,Shoes,Slip-On Loafers,1,"Very poor quality Slip-On Loafers, broke within a week.",Canceled,232.12
2025-07-16,Canada,Home,Air Purifier,5,The Air Purifier looks amazing and is really sturdy.,Fulfilled,73.63
2024-10-17,UK,Electronics,Mechanical Keyboard,2,"Received the wrong Mechanical Keyboard, very disappointed.",Pending,11.75
2025-06-19,USA,Kitchen,Measuring Cup Set,1,"Waste of money, don't buy this Measuring Cup Set.",Canceled,486.4
2024-08-29,Canada,Accessories,Travel Duffel Bag,3,"It's okay, the Travel Duffel Bag does the job but quality could be better.",Fulfilled,199.39
2024-08-27,UK,Kitchen,Oven Gloves,5,"Highly satisfied, the Oven Gloves works even better than advertised.",Fulfilled,326.46
2025-07-01,Australia,Sports,Swimming Goggles,3,"Fairly standard experience, nothing too exciting about the Swimming Goggles.",Canceled,280.08
2025-05-23,Canada,Kitchen,Measuring Cup Set,2,"Size issue with the Measuring Cup Set, totally unusable.",Pending,351.71
2024-08-10,Canada,Sports,Running Shorts,3,"I feel neutral about this Running Shorts, nothing stands out.",Fulfilled,337.52
2025-06-12,UK,Shoes,Slip-On Loafers,1,The Slip-On Loafers is uncomfortable and poorly made.,Pending,168.23
2025-02-10,Australia,Home,Blender,3,The Blender is fine but not worth the price in my opinion.,Fulfilled,247.72
2025-05-07,Canada,Electronics,Laptop Bag,3,"Average build quality on the Laptop Bag, neither bad nor great.",Canceled,219.73
2025-05-17,Australia,Beauty,Hair Dryer,5,"Fast shipping and great quality Hair Dryer, could not be happier.",Canceled,461.67
2025-07-13,USA,Sports,Cycling Helmet,3,"Average experience with the Cycling Helmet, works okay but has room for improvement.",Fulfilled,271.8
2025-01-08,Canada,Kitchen,Water Bottle,1,The Water Bottle feels cheap and unreliable.,Fulfilled,39.44
2025-03-04,Canada,Sports,Running Shorts,2,"Bad experience, the Running Shorts came with missing parts.",Canceled,327.34
2025-02-09,Canada,Shoes,Leather Boots,1,The Leather Boots arrived late and was not as described.,Fulfilled,176.53
2025-02-04,Canada,Clothing,Cotton T-Shirt,2,"The Cotton T-Shirt came damaged, packaging was horrible.",Canceled,494.82
2024-12-30,USA,Electronics,Bluetooth Speaker,5,"The Bluetooth Speaker is stylish and comfortable, I wear it every day.",Pending,323.35
2025-05-18,Canada,Beauty,Beard Trimmer,1,"Size issue with the Beard Trimmer, totally unusable.",Pending,246.63
2024-09-15,Australia,Kitchen,Chef Knife,4,"Excellent purchase, the Chef Knife feels premium and durable.",Canceled,157.78
2025-01-01,UK,Home,Dish Rack,5,Perfect fit and great fabric quality on the Dish Rack.,Canceled,88.16
2025-03-19,UK,Sports,Swimming Goggles,4,"Amazing Swimming Goggles, customer support was also top-notch.",Pending,442.17
2024-09-12,UK,Accessories,Keychain,5,"The Keychain came earlier than expected, amazing service.",Fulfilled,205.62
2024-10-28,Canada,Accessories,Wrist Watch,2,"Totally not worth it, the Wrist Watch is a disaster.",Pending,372.35
2024-09-18,UK,Clothing,Hoodie,1,"The Hoodie is flimsy and uncomfortable, regret buying it.",Fulfilled,407.47
2025-04-07,UK,Clothing,Leather Jacket,4,Everything about this Leather Jacket screams quality!,Pending,288.73
2025-07-26,USA,Kitchen,Coffee Grinder,5,"The Coffee Grinder is perfect for my needs, amazing craftsmanship.",Canceled,267.04
2024-09-20,Canada,Electronics,Laptop Bag,5,A premium Laptop Bag with impressive performance.,Fulfilled,49.12
2025-02-15,UK,Shoes,Sandals,4,Best purchase ever! The Sandals is worth every cent.,Pending,173.26
2025-02-01,Australia,Clothing,Maxi Dress,2,"Bad experience, the Maxi Dress came with missing parts.",Canceled,123.86
2024-08-10,USA,Shoes,Formal Shoes,2,"Waste of money, don't buy this Formal Shoes.",Pending,353.68
2025-04-05,USA,Sports,Tennis Racket,5,"Loved the color and style of the Tennis Racket, perfect buy.",Pending,116.67
2024-10-16,UK,Clothing,Bomber Jacket,4,"The Bomber Jacket is perfect for my needs, amazing craftsmanship.",Canceled,427.32
2025-05-22,Australia,Accessories,Wallet,2,"Extremely dissatisfied with the Wallet, will not recommend.",Canceled,57.6
2025-01-21,Canada,Clothing,Leather Jacket,5,Best purchase ever! The Leather Jacket is worth every cent.,Fulfilled,368.48
2025-06-16,UK,Kitchen,Coffee Grinder,1,"Bad experience, the Coffee Grinder came with missing parts.",Pending,389.66
2025-02-27,UK,Accessories,Sunglasses,5,"The Sunglasses is perfect for my needs, amazing craftsmanship.",Canceled,206.58
2024-10-27,UK,Kitchen,Measuring Cup Set,4,"The Measuring Cup Set is stylish and comfortable, I wear it every day.",Canceled,54.58
2024-12-27,Canada,Sports,Dumbbells,2,"The Dumbbells stopped working after just one use, very frustrating.",Fulfilled,483.41
2025-03-03,UK,Sports,Dumbbells,5,"The Dumbbells is stylish and comfortable, I wear it every day.",Canceled,495.78
2024-09-05,USA,Accessories,Leather Belt,5,Best purchase ever! The Leather Belt is worth every cent.,Pending,216.15
2024-09-06,USA,Accessories,Travel Duffel Bag,1,"Waste of money, don't buy this Travel Duffel Bag.",Canceled,425.5
2025-06-09,USA,Clothing,Chinos,3,"Average experience with the Chinos, works okay but has room for improvement.",Canceled,25.01
2025-01-31,Canada,Beauty,Foundation,2,The Foundation is uncomfortable and poorly made.,Canceled,336.36
2024-12-16,USA,Home,Electric Kettle,5,"Fast shipping and great quality Electric Kettle, could not be happier.",Canceled,241.13
2025-03-18,Canada,Home,Blender,4,"The Blender arrived on time and works perfectly, highly recommend.",Pending,299.1
2025-01-07,Australia,Kitchen,Chef Knife,3,"It's usable, but the Chef Knife could have been more comfortable.",Pending,273.37
2024-09-15,UK,Home,Toaster,3,"The Toaster is decent, not too bad but nothing extraordinary.",Canceled,412.74
2024-10-07,Australia,Beauty,Foundation,1,"Size issue with the Foundation, totally unusable.",Pending,94.1
2025-04-23,Canada,Electronics,Wireless Earbuds,2,The Wireless Earbuds arrived late and was not as described.,Canceled,271.22
2025-02-01,UK,Home,Blender,5,"The Blender is stylish and comfortable, I wear it every day.",Fulfilled,242.0
2025-05-17,Australia,Accessories,Silk Scarf,5,"The Silk Scarf exceeded my expectations, will definitely buy again!",Fulfilled,103.18
2024-11-06,Canada,Kitchen,Water Bottle,3,"The Water Bottle is just fine, delivery took longer than expected.",Pending,476.06
2025-01-16,Canada,Shoes,Leather Boots,5,"Absolutely love the Leather Boots, excellent quality and fast delivery.",Canceled,288.54
2025-06-13,Canada,Kitchen,Water Bottle,4,"Loved the color and style of the Water Bottle, perfect buy.",Pending,121.23
2025-07-26,UK,Accessories,Leather Belt,5,The Leather Belt looks amazing and is really sturdy.,Pending,202.25
2024-11-25,UK,Electronics,Portable Charger,4,Best purchase ever! The Portable Charger is worth every cent.,Fulfilled,91.27
2025-06-02,Australia,Home,Electric Kettle,4,"The Electric Kettle is stylish and comfortable, I wear it every day.",Fulfilled,206.83
2024-12-17,Australia,Shoes,Sneakers,5,"Excellent purchase, the Sneakers feels premium and durable.",Pending,341.15
2025-04-07,Canada,Home,Electric Kettle,2,"Size issue with the Electric Kettle, totally unusable.",Fulfilled,200.13
2025-06-26,Australia,Home,Blender,5,"Highly satisfied, the Blender works even better than advertised.",Fulfilled,217.17
2025-04-06,UK,Electronics,Bluetooth Speaker,3,"Not bad, but the Bluetooth Speaker is also not great.",Canceled,143.47
2025-06-11,USA,Clothing,Maxi Dress,4,"The Maxi Dress arrived on time and works perfectly, highly recommend.",Canceled,88.77
2025-07-22,Australia,Beauty,Shampoo,3,"Meh experience with the Shampoo, nothing memorable.",Fulfilled,437.29
2025-07-24,Australia,Beauty,Moisturizing Cream,5,A premium Moisturizing Cream with impressive performance.,Canceled,327.71
2025-03-21,Canada,Shoes,Sneakers,3,"The Sneakers is decent, not too bad but nothing extraordinary.",Pending,256.09
2024-10-23,Australia,Shoes,Formal Shoes,4,"The Formal Shoes arrived on time and works perfectly, highly recommend.",Fulfilled,374.04
2025-01-15,USA,Clothing,Cotton T-Shirt,5,"The Cotton T-Shirt is stylish and comfortable, I wear it every day.",Canceled,495.28
2024-12-04,UK,Beauty,Foundation,2,"Received the wrong Foundation, very disappointed.",Pending,324.57
2024-12-13,Australia,Beauty,Face Mask,2,"The Face Mask stopped working after just one use, very frustrating.",Fulfilled,69.24
2024-08-09,Australia,Electronics,Smartphone Case,5,"The Smartphone Case came earlier than expected, amazing service.",Fulfilled,446.19
2024-10-16,USA,Home,Rice Cooker,4,Great Rice Cooker! Exactly as described and worth every penny.,Pending,375.1
2024-09-19,Australia,Shoes,Formal Shoes,1,The Formal Shoes arrived late and was not as described.,Pending,161.61
2025-05-26,Australia,Clothing,Formal Shirt,2,"Bad experience, the Formal Shirt came with missing parts.",Canceled,245.23
2025-02-16,Canada,Sports,Running Shorts,5,"Loved the color and style of the Running Shorts, perfect buy.",Pending,189.12
2025-05-10,UK,Clothing,Cotton T-Shirt,5,"The Cotton T-Shirt exceeded my expectations, will definitely buy again!",Canceled,127.41
2024-10-23,Canada,Sports,Tennis Racket,5,"Fast shipping and great quality Tennis Racket, could not be happier.",Fulfilled,22.59
2025-07-15,UK,Shoes,Slip-On Loafers,1,The Slip-On Loafers arrived late and was not as described.,Pending,254.03
2025-02-06,Australia,Shoes,Climbing Boots,4,Perfect fit and great fabric quality on the Climbing Boots.,Canceled,388.86
2024-08-29,Australia,Beauty,Perfume,3,The Perfume does the job but lacks a premium feel.,Fulfilled,80.86
2024-08-05,Canada,Clothing,Wool Sweater,4,"The Wool Sweater came earlier than expected, amazing service.",Canceled,199.69
2024-10-23,Canada,Kitchen,Measuring Cup Set,2,"Waste of money, don't buy this Measuring Cup Set.",Fulfilled,262.94
2025-01-20,UK,Clothing,Formal Shirt,4,"Excellent purchase, the Formal Shirt feels premium and durable.",Fulfilled,33.59
2024-10-06,Canada,Home,Ceiling Fan,4,"The Ceiling Fan exceeded my expectations, will definitely buy again!",Pending,341.98
2024-07-31,USA,Clothing,Wool Sweater,1,"Totally not worth it, the Wool Sweater is a disaster.",Pending,59.19
2024-10-20,UK,Shoes,Flip Flops,5,The Flip Flops looks amazing and is really sturdy.,Canceled,480.51
2025-01-30,Australia,Beauty,Face Mask,5,Best purchase ever! The Face Mask is worth every cent.,Pending,394.68
2025-06-06,Australia,Clothing,Chinos,4,"Fast shipping and great quality Chinos, could not be happier.",Fulfilled,51.37
2025-06-03,Canada,Beauty,Beard Trimmer,3,"Got what I ordered, the Beard Trimmer is okay.",Pending,82.76
2024-08-09,Canada,Accessories,Wrist Watch,4,The Wrist Watch has become my favorite item.,Canceled,117.37
2025-03-07,USA,Sports,Tennis Racket,3,"The Tennis Racket is acceptable, but I expected slightly better packaging.",Canceled,427.68
2025-02-12,Australia,Electronics,Smartphone Case,1,"Received the wrong Smartphone Case, very disappointed.",Fulfilled,116.98
2024-11-15,USA,Kitchen,Non-Stick Frying Pan,5,"The Non-Stick Frying Pan is stylish and comfortable, I wear it every day.",Fulfilled,397.54
2024-11-17,Canada,Kitchen,Electric Mixer,1,Customer service ignored my complaint about the Electric Mixer.,Canceled,76.11
2025-03-22,Australia,Kitchen,Measuring Cup Set,1,"The Measuring Cup Set is flimsy and uncomfortable, regret buying it.",Fulfilled,128.81
2025-06-20,UK,Home,Rice Cooker,5,"Loved the color and style of the Rice Cooker, perfect buy.",Fulfilled,44.36
2025-05-03,UK,Kitchen,Chef Knife,2,"Bad experience, the Chef Knife came with missing parts.",Fulfilled,21.47
2025-05-04,USA,Beauty,Foundation,2,"Extremely dissatisfied with the Foundation, will not recommend.",Pending,88.25
2024-11-25,UK,Clothing,Denim Jeans,1,Customer service ignored my complaint about the Denim Jeans.,Canceled,301.56
2025-07-03,USA,Electronics,Smartwatch,3,"Neither good nor bad, just okay Smartwatch.",Canceled,363.24
2024-08-29,Canada,Accessories,Backpack,5,Great Backpack! Exactly as described and worth every penny.,Fulfilled,456.19
2025-06-18,Canada,Shoes,Leather Boots,3,The Leather Boots does the job but lacks a premium feel.,Pending,209.04
2025-05-20,USA,Kitchen,Non-Stick Frying Pan,4,The Non-Stick Frying Pan has become my favorite item.,Fulfilled,245.67
2025-03-02,Canada,Accessories,Backpack,5,"The Backpack arrived on time and works perfectly, highly recommend.",Pending,314.36
2024-10-28,Canada,Electronics,Bluetooth Speaker,3,"Neutral experience, the Bluetooth Speaker performs as advertised but lacks premium feel.",Pending,158.42
2024-10-02,USA,Beauty,Lipstick,1,The Lipstick arrived late and was not as described.,Canceled,73.93
2024-10-06,Australia,Beauty,Hair Dryer,5,"The Hair Dryer arrived on time and works perfectly, highly recommend.",Pending,455.52
2025-01-08,Canada,Kitchen,Chef Knife,3,"Not bad, but the Chef Knife is also not great.",Canceled,327.74
2024-11-27,Canada,Beauty,Foundation,2,"Disappointed with the Foundation, customer support unhelpful.",Canceled,165.43
2025-02-10,Australia,Home,Electric Kettle,5,The Electric Kettle looks amazing and is really sturdy.,Fulfilled,71.96
2025-03-07,USA,Beauty,Sunscreen,3,"The Sunscreen is decent, not too bad but nothing extraordinary.",Pending,438.12
2024-08-11,USA,Accessories,Sunglasses,4,"The Sunglasses is stylish and comfortable, I wear it every day.",Canceled,94.36
2024-11-02,USA,Kitchen,Stainless Steel Cookware Set,3,"It's okay, the Stainless Steel Cookware Set does the job but quality could be better.",Fulfilled,445.62
2025-06-10,Australia,Accessories,Umbrella,3,"Neutral experience, the Umbrella performs as advertised but lacks premium feel.",Fulfilled,12.34
2024-08-28,USA,Accessories,Keychain,5,Best purchase ever! The Keychain is worth every cent.,Fulfilled,233.24
2024-11-28,Australia,Electronics,Bluetooth Speaker,5,"Very happy with the Bluetooth Speaker, fits perfectly and great value for money.",Pending,330.24
2025-07-02,UK,Beauty,Sunscreen,3,"Average build quality on the Sunscreen, neither bad nor great.",Canceled,430.51
2025-03-18,Canada,Sports,Tennis Racket,4,Perfect fit and great fabric quality on the Tennis Racket.,Fulfilled,298.61
2024-11-29,UK,Home,Toaster,1,"The Toaster came damaged, packaging was horrible.",Fulfilled,486.32
2025-07-15,Canada,Accessories,Travel Duffel Bag,3,"The Travel Duffel Bag is decent, not too bad but nothing extraordinary.",Fulfilled,162.29
2025-03-11,Canada,Kitchen,Oven Gloves,3,"The Oven Gloves is acceptable, but I expected slightly better packaging.",Canceled,222.19
2025-02-04,UK,Shoes,Flip Flops,3,"Got what I ordered, the Flip Flops is okay.",Canceled,282.93
2025-03-12,UK,Sports,Hiking Backpack,3,The Hiking Backpack does the job but lacks a premium feel.,Fulfilled,270.58
2025-05-17,UK,Shoes,Sneakers,2,"Extremely dissatisfied with the Sneakers, will not recommend.",Pending,116.82
2025-05-28,Australia,Shoes,Climbing Boots,3,"Neither good nor bad, just okay Climbing Boots.",Canceled,312.78
2024-12-08,Canada,Shoes,Running Shoes,3,"Mediocre experience overall, the Running Shoes is serviceable.",Pending,141.89
2025-02-16,Canada,Shoes,Leather Boots,3,"The Leather Boots is fine for casual use, not premium quality.",Canceled,148.55
2025-04-05,USA,Home,Vacuum Cleaner,2,Customer service ignored my complaint about the Vacuum Cleaner.,Canceled,144.06
2024-12-16,Australia,Accessories,Wallet,2,"The Wallet stopped working after just one use, very frustrating.",Canceled,188.31
2025-02-05,USA,Home,Microwave Oven,4,Best purchase ever! The Microwave Oven is worth every cent.,Canceled,365.94
2024-09-18,USA,Clothing,Formal Shirt,3,"It's okay, the Formal Shirt does the job but quality could be better.",Pending,231.68
2025-06-18,UK,Kitchen,Coffee Grinder,5,Everything about this Coffee Grinder screams quality!,Pending,361.13
2024-12-16,UK,Shoes,Canvas Shoes,5,"The Canvas Shoes arrived on time and works perfectly, highly recommend.",Pending,398.36
2025-02-25,Australia,Clothing,Wool Sweater,2,The Wool Sweater is overpriced for such cheap material.,Canceled,119.69
2025-06-02,Australia,Home,Electric Kettle,1,"The Electric Kettle stopped working after just one use, very frustrating.",Pending,64.91
2025-07-16,Canada,Home,Vacuum Cleaner,2,"Bad experience, the Vacuum Cleaner came with missing parts.",Pending,447.3
2025-04-30,Canada,Sports,Dumbbells,2,"Extremely dissatisfied with the Dumbbells, will not recommend.",Fulfilled,124.14
2024-07-31,UK,Kitchen,Cutting Board,4,Everything about this Cutting Board screams quality!,Fulfilled,231.74
2024-10-17,Canada,Beauty,Perfume,3,The Perfume works as expected but nothing to brag about.,Fulfilled,11.32
2025-04-11,UK,Shoes,Canvas Shoes,2,"Waste of money, don't buy this Canvas Shoes.",Pending,156.01
2024-09-06,Canada,Clothing,Formal Shirt,3,"Neither good nor bad, just okay Formal Shirt.",Fulfilled,222.97
2025-06-09,Canada,Sports,Hiking Backpack,3,The Hiking Backpack works as expected but nothing to brag about.,Pending,161.41
2024-09-17,Canada,Kitchen,Oven Gloves,5,"Very happy with the Oven Gloves, fits perfectly and great value for money.",Canceled,315.59
2024-08-18,Australia,Beauty,Hair Dryer,5,"Amazing Hair Dryer, customer support was also top-notch.",Canceled,447.11
2025-07-23,Australia,Beauty,Hair Dryer,1,"Bad experience, the Hair Dryer came with missing parts.",Canceled,200.95
2025-03-19,USA,Kitchen,Cutting Board,4,"Excellent purchase, the Cutting Board feels premium and durable.",Pending,188.25
2024-12-22,Australia,Sports,Dumbbells,4,Best purchase ever! The Dumbbells is worth every cent.,Fulfilled,141.91
2024-09-20,Australia,Accessories,Keychain,2,"The Keychain broke within days, horrible quality.",Canceled,114.76
2024-10-11,Australia,Accessories,Keychain,5,"The Keychain arrived on time and works perfectly, highly recommend.",Fulfilled,13.36
2025-02-16,Canada,Sports,Running Shorts,4,"The Running Shorts arrived on time and works perfectly, highly recommend.",Fulfilled,343.67
2025-01-06,Australia,Electronics,Laptop Bag,5,A premium Laptop Bag with impressive performance.,Pending,111.68
2024-10-20,USA,Kitchen,Chef Knife,4,Perfect fit and great fabric quality on the Chef Knife.,Canceled,158.43
2025-05-05,Australia,Home,Vacuum Cleaner,3,"It's usable, but the Vacuum Cleaner could have been more comfortable.",Canceled,455.44
2024-11-16,Australia,Accessories,Beanie Hat,5,Best purchase ever! The Beanie Hat is worth every cent.,Fulfilled,46.05
2025-01-31,UK,Home,Electric Kettle,5,The Electric Kettle looks amazing and is really sturdy.,Canceled,139.76
2024-09-29,Canada,Shoes,Sandals,3,"Neutral experience, the Sandals performs as advertised but lacks premium feel.",Fulfilled,484.29
2025-04-07,UK,Beauty,Foundation,5,"The Foundation came earlier than expected, amazing service.",Fulfilled,123.61
2025-04-10,Canada,Home,Electric Kettle,5,"Superb quality on the Electric Kettle, packaging was also great.",Fulfilled,170.73
2025-01-04,Australia,Shoes,Running Shoes,4,"Absolutely love the Running Shoes, excellent quality and fast delivery.",Pending,406.93
2025-04-13,Canada,Accessories,Umbrella,2,"Terrible quality Umbrella, felt like a waste of money.",Fulfilled,411.83
2025-07-08,Australia,Home,Toaster,4,A premium Toaster with impressive performance.,Fulfilled,170.94
2024-10-02,UK,Kitchen,Electric Mixer,2,"The Electric Mixer is flimsy and uncomfortable, regret buying it.",Canceled,163.8
